country,bge,rcp
NIC,0.0036304483717588543,CP-GMP-LowCH4
NLD,0.02207328575768397,CP-GMP-LowCH4
NOR,-0.028436929099217467,CP-GMP-LowCH4
NPL,0.00041206474221211487,CP-GMP-LowCH4
NRU,0.014439894394968844,CP-GMP-LowCH4
NZL,0.00479680397690041,CP-GMP-LowCH4
OMN,0.009845870618067964,CP-GMP-LowCH4
PAK,0.009253047983321494,CP-GMP-LowCH4
PAN,0.00233834328253546,CP-GMP-LowCH4
PER,0.009300969894337818,CP-GMP-LowCH4
PHL,0.0037790169699731813,CP-GMP-LowCH4
PLW,0.007475565885850521,CP-GMP-LowCH4
PNG,0.002183862120663571,CP-GMP-LowCH4
POL,-0.00933877597009758,CP-GMP-LowCH4
PRI,0.0012969408819634154,CP-GMP-LowCH4
PRK,NaN,CP-GMP-LowCH4
PRT,0.0034603740326208943,CP-GMP-LowCH4
PRY,0.011481604124436995,CP-GMP-LowCH4
PSE,0.00792799185910309,CP-GMP-LowCH4
QAT,0.011650323134215101,CP-GMP-LowCH4
REU,NaN,CP-GMP-LowCH4
ROU,-0.006980382754869008,CP-GMP-LowCH4
RUS,-0.06174234120070787,CP-GMP-LowCH4
RWA,0.0070092100134033775,CP-GMP-LowCH4
SAU,0.015040269380353521,CP-GMP-LowCH4
SDN,0.008842907993607207,CP-GMP-LowCH4
SEN,0.009167521522752242,CP-GMP-LowCH4
SLB,0.004590373784165935,CP-GMP-LowCH4
SLE,0.012898735807845174,CP-GMP-LowCH4
SLV,0.00513870761702151,CP-GMP-LowCH4
SMR,-0.0033368353299872977,CP-GMP-LowCH4
SOM,NaN,CP-GMP-LowCH4
SRB,-0.0039902574507028055,CP-GMP-LowCH4
SSD,0.006328341115744207,CP-GMP-LowCH4
STP,0.0034364525611423336,CP-GMP-LowCH4
SUR,0.00790433267304369,CP-GMP-LowCH4
SVK,-0.011018613557743806,CP-GMP-LowCH4
SVN,-0.007731495567361857,CP-GMP-LowCH4
SWE,-0.026982038211541992,CP-GMP-LowCH4
SYR,NaN,CP-GMP-LowCH4
TCD,0.007446216995049548,CP-GMP-LowCH4
TGO,0.006072859125170416,CP-GMP-LowCH4
THA,0.00396686392389789,CP-GMP-LowCH4
TJK,-0.023340760123082505,CP-GMP-LowCH4
TKM,0.004791115605643492,CP-GMP-LowCH4
TLS,-0.0002140030225108447,CP-GMP-LowCH4
TON,0.037722307317787473,CP-GMP-LowCH4
TTO,-0.0014388653063384105,CP-GMP-LowCH4
TUN,0.016517602557355016,CP-GMP-LowCH4
TUR,-0.002237207215994852,CP-GMP-LowCH4
TUV,0.05340345963827642,CP-GMP-LowCH4
TWN,NaN,CP-GMP-LowCH4
TZA,0.0071339052128081,CP-GMP-LowCH4
UGA,0.006514667076704006,CP-GMP-LowCH4
UKR,-0.0077826516044906535,CP-GMP-LowCH4
URY,0.00489744405008774,CP-GMP-LowCH4
USA,-0.008613626579662359,CP-GMP-LowCH4
UZB,-0.0003096447801511637,CP-GMP-LowCH4
VEN,0.007823981762165033,CP-GMP-LowCH4
VNM,0.006849455245737435,CP-GMP-LowCH4
VUT,0.002602067212249537,CP-GMP-LowCH4
WSM,0.00026051035368035436,CP-GMP-LowCH4
YEM,0.012134160325779852,CP-GMP-LowCH4
ZAF,0.006508286956733,CP-GMP-LowCH4
ZMB,0.010570522362389312,CP-GMP-LowCH4
ZWE,0.010684088073703801,CP-GMP-LowCH4
globe,0.0013319153636826009,1.5-GMP-LowCH4
AFG,0.0005644606978909561,1.5-GMP-LowCH4
AGO,0.00809913397487394,1.5-GMP-LowCH4
ALB,0.0005076138456296952,1.5-GMP-LowCH4
AND,NaN,1.5-GMP-LowCH4
ARE,0.008746750507798495,1.5-GMP-LowCH4
ARG,0.001235552145772978,1.5-GMP-LowCH4
ARM,-0.013738141498973122,1.5-GMP-LowCH4
ATG,0.029433143064099943,1.5-GMP-LowCH4
AUS,0.012834224857453114,1.5-GMP-LowCH4
AUT,-0.012660778510976134,1.5-GMP-LowCH4
AZE,-0.0006223332697765649,1.5-GMP-LowCH4
BDI,0.006339626875698334,1.5-GMP-LowCH4
BEL,-0.0022891913111160456,1.5-GMP-LowCH4
BEN,0.002124969399148746,1.5-GMP-LowCH4
BFA,0.0064976088624753014,1.5-GMP-LowCH4
BGD,0.004915441180187496,1.5-GMP-LowCH4
BGR,-0.0033425542250380413,1.5-GMP-LowCH4
BHR,0.0203457611099509,1.5-GMP-LowCH4
BHS,0.01568813820402326,1.5-GMP-LowCH4
BIH,-0.006190312265979103,1.5-GMP-LowCH4
BLR,-0.01374709235855709,1.5-GMP-LowCH4
BLZ,0.00784734216880012,1.5-GMP-LowCH4
BMU,0.011898351748719671,1.5-GMP-LowCH4
BOL,0.014550266856918626,1.5-GMP-LowCH4
BRA,0.008409570860783644,1.5-GMP-LowCH4
BRB,-0.003988545738185745,1.5-GMP-LowCH4
BRN,-0.0034143791146904467,1.5-GMP-LowCH4
BTN,-0.002528074042631001,1.5-GMP-LowCH4
BWA,0.012625368979080509,1.5-GMP-LowCH4
CAF,0.005925896816548315,1.5-GMP-LowCH4
CAN,-0.05344730872036618,1.5-GMP-LowCH4
CHE,-0.014251869762243796,1.5-GMP-LowCH4
CHL,-0.002826065000167688,1.5-GMP-LowCH4
CHN,-0.008387527672967687,1.5-GMP-LowCH4
CIV,0.0023444776691952107,1.5-GMP-LowCH4
CMR,0.01085320934291012,1.5-GMP-LowCH4
COD,0.006860851843352611,1.5-GMP-LowCH4
COG,0.005144297680570453,1.5-GMP-LowCH4
COL,0.00977707784065851,1.5-GMP-LowCH4
COM,-0.0031521137320201786,1.5-GMP-LowCH4
CPV,0.011987066292329818,1.5-GMP-LowCH4
CRI,0.002963899320626018,1.5-GMP-LowCH4
CUB,NaN,1.5-GMP-LowCH4
CYP,0.0058012312949144995,1.5-GMP-LowCH4
CZE,-0.009262129593296198,1.5-GMP-LowCH4
DEU,-0.005623620500177839,1.5-GMP-LowCH4
DJI,0.003873879982366768,1.5-GMP-LowCH4
DMA,0.03327875878708797,1.5-GMP-LowCH4
DNK,-0.0024326955316318344,1.5-GMP-LowCH4
DOM,-0.0017898780626213195,1.5-GMP-LowCH4
DZA,0.01637944546459491,1.5-GMP-LowCH4
ECU,0.005717676580162534,1.5-GMP-LowCH4
EGY,0.011023483189292138,1.5-GMP-LowCH4
ERI,0.011508290356337492,1.5-GMP-LowCH4
ESH,NaN,1.5-GMP-LowCH4
ESP,0.0015328807403958145,1.5-GMP-LowCH4
EST,-0.01824427311589749,1.5-GMP-LowCH4
ETH,0.008561403992218386,1.5-GMP-LowCH4
FIN,-0.033637287436321994,1.5-GMP-LowCH4
FJI,0.005312589303986259,1.5-GMP-LowCH4
FRA,-0.002099179262059492,1.5-GMP-LowCH4
FSM,0.1745233867819711,1.5-GMP-LowCH4
GAB,0.002705789102698697,1.5-GMP-LowCH4
GBR,-0.0020087638689730847,1.5-GMP-LowCH4
GEO,-0.009864546251862505,1.5-GMP-LowCH4
GHA,0.0022820114043913264,1.5-GMP-LowCH4
GIN,0.005074049895873012,1.5-GMP-LowCH4
GLP,NaN,1.5-GMP-LowCH4
GMB,0.008291011719205876,1.5-GMP-LowCH4
GNB,0.004410499885494801,1.5-GMP-LowCH4
GNQ,0.0021406528685554704,1.5-GMP-LowCH4
GRC,0.003391715789712535,1.5-GMP-LowCH4
GRD,0.008701068009236979,1.5-GMP-LowCH4
GTM,0.00790985079047335,1.5-GMP-LowCH4
GUF,NaN,1.5-GMP-LowCH4
GUY,0.008308297934100928,1.5-GMP-LowCH4
HKG,0.004237306677120856,1.5-GMP-LowCH4
HND,0.004938849808276968,1.5-GMP-LowCH4
HRV,-0.0025565455025132744,1.5-GMP-LowCH4
HTI,0.0007198349937069803,1.5-GMP-LowCH4
HUN,-0.0043272836732825,1.5-GMP-LowCH4
IDN,-0.0012208291089662593,1.5-GMP-LowCH4
IND,0.003817295087534367,1.5-GMP-LowCH4
IRL,-8.996680445583216e-5,1.5-GMP-LowCH4
IRN,0.008089400001711544,1.5-GMP-LowCH4
IRQ,0.01256151139729944,1.5-GMP-LowCH4
ISL,-0.018495196361420052,1.5-GMP-LowCH4
ISR,0.007579108969412607,1.5-GMP-LowCH4
ITA,-0.00018729929210226093,1.5-GMP-LowCH4
JAM,0.007081855535839621,1.5-GMP-LowCH4
JOR,0.008590697488966903,1.5-GMP-LowCH4
JPN,-0.001318698554032327,1.5-GMP-LowCH4
KAZ,-0.016848362385519344,1.5-GMP-LowCH4
KEN,0.007015618424505821,1.5-GMP-LowCH4
KGZ,-0.031114957235688134,1.5-GMP-LowCH4
KHM,-0.001453987509804855,1.5-GMP-LowCH4
KNA,-0.006556830821667026,1.5-GMP-LowCH4
KOR,-0.0008156526044724721,1.5-GMP-LowCH4
KWT,0.012979164201087245,1.5-GMP-LowCH4
LAO,0.0029164101407799237,1.5-GMP-LowCH4
LBN,0.0067647040634388755,1.5-GMP-LowCH4
LBR,0.0012228759087788976,1.5-GMP-LowCH4
LBY,0.009319662722019117,1.5-GMP-LowCH4
LIE,NaN,1.5-GMP-LowCH4
LKA,-0.0009589885443797019,1.5-GMP-LowCH4
LSO,-0.0007260935509688649,1.5-GMP-LowCH4
LTU,-0.012966590306274783,1.5-GMP-LowCH4
LUX,-0.005488373243332956,1.5-GMP-LowCH4
LVA,-0.014673172345122443,1.5-GMP-LowCH4
MAR,0.008759569767229358,1.5-GMP-LowCH4
MDA,-0.005280193406255185,1.5-GMP-LowCH4
MDG,0.003557639595776374,1.5-GMP-LowCH4
MEX,0.00799679534673392,1.5-GMP-LowCH4
MKD,-0.0043717520332805515,1.5-GMP-LowCH4
MLI,0.008747932110989343,1.5-GMP-LowCH4
MMR,0.002048492333902807,1.5-GMP-LowCH4
MNE,-0.006827313765369936,1.5-GMP-LowCH4
MNG,-0.035677306823391874,1.5-GMP-LowCH4
MOZ,0.006403797316748339,1.5-GMP-LowCH4
MRT,0.005955427225645904,1.5-GMP-LowCH4
MTQ,NaN,1.5-GMP-LowCH4
MUS,-0.0022176126237462013,1.5-GMP-LowCH4
MWI,0.006819122501436237,1.5-GMP-LowCH4
MYS,0.0009160007029784811,1.5-GMP-LowCH4
NAM,0.009244469146130863,1.5-GMP-LowCH4
NCL,NaN,1.5-GMP-LowCH4
NER,0.006760138845623986,1.5-GMP-LowCH4
NGA,0.0037744826550474286,1.5-GMP-LowCH4
NIC,0.002006633786034717,1.5-GMP-LowCH4
NLD,0.021854464658596973,1.5-GMP-LowCH4
NOR,-0.02715088796668863,1.5-GMP-LowCH4
NPL,0.000305798170227245,1.5-GMP-LowCH4
NRU,0.012620463862894171,1.5-GMP-LowCH4
NZL,0.004883922239208527,1.5-GMP-LowCH4
OMN,0.007649451933556373,1.5-GMP-LowCH4
PAK,0.008038125011996522,1.5-GMP-LowCH4
PAN,0.0007892324139264772,1.5-GMP-LowCH4
PER,0.008169277679164644,1.5-GMP-LowCH4
PHL,0.002371575882978094,1.5-GMP-LowCH4
PLW,0.005766267924282031,1.5-GMP-LowCH4
PNG,0.000884397373993373,1.5-GMP-LowCH4
POL,-0.008863017193631029,1.5-GMP-LowCH4
PRI,-7.262307755540043e-5,1.5-GMP-LowCH4
PRK,NaN,1.5-GMP-LowCH4
PRT,0.0031300126314761645,1.5-GMP-LowCH4
PRY,0.009598054593089156,1.5-GMP-LowCH4
PSE,0.006785006203366972,1.5-GMP-LowCH4
QAT,0.008849134295835448,1.5-GMP-LowCH4
REU,NaN,1.5-GMP-LowCH4
ROU,-0.0066320419526033625,1.5-GMP-LowCH4
RUS,-0.05931793089062154,1.5-GMP-LowCH4
RWA,0.0059303663169651966,1.5-GMP-LowCH4
SAU,0.012515018750364204,1.5-GMP-LowCH4
SDN,0.005929681699168299,1.5-GMP-LowCH4
SEN,0.0064520074645753045,1.5-GMP-LowCH4
SLB,0.003330702135078356,1.5-GMP-LowCH4
SLE,0.01065135794219585,1.5-GMP-LowCH4
SLV,0.0034643604173891784,1.5-GMP-LowCH4
SMR,-0.0031867205565051515,1.5-GMP-LowCH4
SOM,NaN,1.5-GMP-LowCH4
SRB,-0.0038209065277216014,1.5-GMP-LowCH4
SSD,0.0037663854105278727,1.5-GMP-LowCH4
STP,0.0023767735607380658,1.5-GMP-LowCH4
SUR,0.005712125459939266,1.5-GMP-LowCH4
SVK,-0.010472670640055748,1.5-GMP-LowCH4
SVN,-0.007337479386690826,1.5-GMP-LowCH4
SWE,-0.025676346928522942,1.5-GMP-LowCH4
SYR,NaN,1.5-GMP-LowCH4
TCD,0.004585542656341701,1.5-GMP-LowCH4
TGO,0.003749594577037385,1.5-GMP-LowCH4
THA,0.002209063933271027,1.5-GMP-LowCH4
TJK,-0.022172235611708002,1.5-GMP-LowCH4
TKM,0.0043463439265616355,1.5-GMP-LowCH4
TLS,-0.0013615134381135263,1.5-GMP-LowCH4
TON,0.036189220286088064,1.5-GMP-LowCH4
TTO,-0.0031327639850896594,1.5-GMP-LowCH4
TUN,0.015180051297142505,1.5-GMP-LowCH4
TUR,-0.0021461828067380617,1.5-GMP-LowCH4
TUV,0.051278467583758314,1.5-GMP-LowCH4
TWN,NaN,1.5-GMP-LowCH4
TZA,0.005481490466026306,1.5-GMP-LowCH4
UGA,0.004906995223552313,1.5-GMP-LowCH4
UKR,-0.007415976073024244,1.5-GMP-LowCH4
URY,0.00424048051981063,1.5-GMP-LowCH4
USA,-0.00793904805756429,1.5-GMP-LowCH4
UZB,-0.0003744699842055388,1.5-GMP-LowCH4
VEN,0.005760401596387021,1.5-GMP-LowCH4
VNM,0.005297951097290365,1.5-GMP-LowCH4
VUT,0.0015850786893845115,1.5-GMP-LowCH4
WSM,-0.001018726205917031,1.5-GMP-LowCH4
YEM,0.010317504799475463,1.5-GMP-LowCH4
ZAF,0.00556249388739638,1.5-GMP-LowCH4
ZMB,0.008818628507501147,1.5-GMP-LowCH4
ZWE,0.009023412511958373,1.5-GMP-LowCH4
globe,0.0026396719982528793,NP-GMP-HighCH4
AFG,0.0007464248042843291,NP-GMP-HighCH4
AGO,0.010214056459283416,NP-GMP-HighCH4
ALB,0.0005098632948112858,NP-GMP-HighCH4
AND,NaN,NP-GMP-HighCH4
ARE,0.012143805916287054,NP-GMP-HighCH4
ARG,0.0015736102208878666,NP-GMP-HighCH4
ARM,-0.014495842700209427,NP-GMP-HighCH4
ATG,0.03225749818019885,NP-GMP-HighCH4
AUS,0.01472227828397088,NP-GMP-HighCH4
AUT,-0.013505249092212623,NP-GMP-HighCH4
AZE,-0.0005791447441175768,NP-GMP-HighCH4
BDI,0.008011958456955348,NP-GMP-HighCH4
BEL,-0.0025852828031984743,NP-GMP-HighCH4
BEN,0.005215349529467339,NP-GMP-HighCH4
BFA,0.00992946060138511,NP-GMP-HighCH4
BGD,0.007015276777695201,NP-GMP-HighCH4
BGR,-0.0035119773823661937,NP-GMP-HighCH4
BHR,0.0241134619206107,NP-GMP-HighCH4
BHS,0.017890503472686614,NP-GMP-HighCH4
BIH,-0.006582387082639474,NP-GMP-HighCH4
BLR,-0.014457686964406635,NP-GMP-HighCH4
BLZ,0.010098083914450884,NP-GMP-HighCH4
BMU,0.013632601889981721,NP-GMP-HighCH4
BOL,0.01638993760958707,NP-GMP-HighCH4
BRA,0.011051793872630222,NP-GMP-HighCH4
BRB,-0.0019382800105147702,NP-GMP-HighCH4
BRN,-0.001395811802483049,NP-GMP-HighCH4
BTN,-0.002681404314304081,NP-GMP-HighCH4
BWA,0.015033749625263493,NP-GMP-HighCH4
CAF,0.008647646472618842,NP-GMP-HighCH4
CAN,-0.05684774646694568,NP-GMP-HighCH4
CHE,-0.01524289694710812,NP-GMP-HighCH4
CHL,-0.003225502504331401,NP-GMP-HighCH4
CHN,-0.0092469697064268,NP-GMP-HighCH4
CIV,0.004939515154063878,NP-GMP-HighCH4
CMR,0.013476092503523995,NP-GMP-HighCH4
COD,0.009381035019324857,NP-GMP-HighCH4
COG,0.007637400167155084,NP-GMP-HighCH4
COL,0.011964049655847298,NP-GMP-HighCH4
COM,-0.0013082116705337432,NP-GMP-HighCH4
CPV,0.013538155832989673,NP-GMP-HighCH4
CRI,0.004775068277907968,NP-GMP-HighCH4
CUB,NaN,NP-GMP-HighCH4
CYP,0.006782550319236247,NP-GMP-HighCH4
CZE,-0.009865535982861773,NP-GMP-HighCH4
DEU,-0.0060736111173533835,NP-GMP-HighCH4
DJI,0.007172784373430385,NP-GMP-HighCH4
DMA,0.035533724785072884,NP-GMP-HighCH4
DNK,-0.002848750210349471,NP-GMP-HighCH4
DOM,-7.288418167039623e-5,NP-GMP-HighCH4
DZA,0.018724645029137843,NP-GMP-HighCH4
ECU,0.007234991984381489,NP-GMP-HighCH4
EGY,0.013390149998310674,NP-GMP-HighCH4
ERI,0.014403185592755996,NP-GMP-HighCH4
ESH,NaN,NP-GMP-HighCH4
ESP,0.001702569260683573,NP-GMP-HighCH4
EST,-0.01925942497490596,NP-GMP-HighCH4
ETH,0.010503796091341666,NP-GMP-HighCH4
FIN,-0.035378698827303934,NP-GMP-HighCH4
FJI,0.006707965713917297,NP-GMP-HighCH4
FRA,-0.0022856133919180177,NP-GMP-HighCH4
FSM,0.180997749750351,NP-GMP-HighCH4
GAB,0.005009344359500956,NP-GMP-HighCH4
GBR,-0.0023799610810624205,NP-GMP-HighCH4
GEO,-0.010477774174370236,NP-GMP-HighCH4
GHA,0.005138157226140638,NP-GMP-HighCH4
GIN,0.007676258507074429,NP-GMP-HighCH4
GLP,NaN,NP-GMP-HighCH4
GMB,0.011432252463842607,NP-GMP-HighCH4
GNB,0.0072562252136492145,NP-GMP-HighCH4
GNQ,0.0042312412237290875,NP-GMP-HighCH4
GRC,0.003769204484252775,NP-GMP-HighCH4
GRD,0.010976039045337505,NP-GMP-HighCH4
GTM,0.00968742432004599,NP-GMP-HighCH4
GUF,NaN,NP-GMP-HighCH4
GUY,0.01113791347583426,NP-GMP-HighCH4
HKG,0.00576961467520265,NP-GMP-HighCH4
HND,0.0067195449137036345,NP-GMP-HighCH4
HRV,-0.002699713218949795,NP-GMP-HighCH4
HTI,0.0025887783527074326,NP-GMP-HighCH4
HUN,-0.004571317732575131,NP-GMP-HighCH4
IDN,0.0005921569459896858,NP-GMP-HighCH4
IND,0.0057393752365730855,NP-GMP-HighCH4
IRL,-0.00034796304931228317,NP-GMP-HighCH4
IRN,0.009166204031729297,NP-GMP-HighCH4
IRQ,0.014930566580255933,NP-GMP-HighCH4
ISL,-0.019646926960622757,NP-GMP-HighCH4
ISR,0.009078314313053948,NP-GMP-HighCH4
ITA,-0.0001625801906577351,NP-GMP-HighCH4
JAM,0.00904305534053873,NP-GMP-HighCH4
JOR,0.010093067030028102,NP-GMP-HighCH4
JPN,-0.001497360609434839,NP-GMP-HighCH4
KAZ,-0.01771248612851828,NP-GMP-HighCH4
KEN,0.009208152135519843,NP-GMP-HighCH4
KGZ,-0.03257887374535362,NP-GMP-HighCH4
KHM,0.0007890459462807087,NP-GMP-HighCH4
KNA,-0.004807613031772351,NP-GMP-HighCH4
KOR,-0.000888621971345982,NP-GMP-HighCH4
KWT,0.01618458973438819,NP-GMP-HighCH4
LAO,0.004602230633214077,NP-GMP-HighCH4
LBN,0.007409525663747196,NP-GMP-HighCH4
LBR,0.003428321845917237,NP-GMP-HighCH4
LBY,0.011511983063756892,NP-GMP-HighCH4
LIE,NaN,NP-GMP-HighCH4
LKA,0.0008556821328904451,NP-GMP-HighCH4
LSO,-0.0007149513675895891,NP-GMP-HighCH4
LTU,-0.013763481976862613,NP-GMP-HighCH4
LUX,-0.005898201008441739,NP-GMP-HighCH4
LVA,-0.015564983573090108,NP-GMP-HighCH4
MAR,0.009855515352673594,NP-GMP-HighCH4
MDA,-0.005540709170903657,NP-GMP-HighCH4
MDG,0.0052401043335568165,NP-GMP-HighCH4
MEX,0.009448946932584468,NP-GMP-HighCH4
MKD,-0.004609693279888583,NP-GMP-HighCH4
MLI,0.01265251526744171,NP-GMP-HighCH4
MMR,0.003722570914370893,NP-GMP-HighCH4
MNE,-0.007335484776340717,NP-GMP-HighCH4
MNG,-0.037161134493306935,NP-GMP-HighCH4
MOZ,0.008770525178764643,NP-GMP-HighCH4
MRT,0.009720050131991176,NP-GMP-HighCH4
MTQ,NaN,NP-GMP-HighCH4
MUS,-0.0009718060347129187,NP-GMP-HighCH4
MWI,0.008855533477770017,NP-GMP-HighCH4
MYS,0.0027856625019144765,NP-GMP-HighCH4
NAM,0.011071735634001545,NP-GMP-HighCH4
NCL,NaN,NP-GMP-HighCH4
NER,0.010470139198460293,NP-GMP-HighCH4
NGA,0.006781781819084065,NP-GMP-HighCH4
NIC,0.004010866239948063,NP-GMP-HighCH4
NLD,0.022117417205172574,NP-GMP-HighCH4
NOR,-0.02870149927259713,NP-GMP-HighCH4
NPL,0.00044031470265593065,NP-GMP-HighCH4
NRU,0.014860261485439619,NP-GMP-HighCH4
NZL,0.004776739384844353,NP-GMP-HighCH4
OMN,0.010356549987549979,NP-GMP-HighCH4
PAK,0.009529731845207001,NP-GMP-HighCH4
PAN,0.0027033235415045986,NP-GMP-HighCH4
PER,0.009558589104029513,NP-GMP-HighCH4
PHL,0.0041093857157834535,NP-GMP-HighCH4
PLW,0.007877173690264083,NP-GMP-HighCH4
PNG,0.002488984025482699,NP-GMP-HighCH4
POL,-0.009436981285725121,NP-GMP-HighCH4
PRI,0.0016217937380240688,NP-GMP-HighCH4
PRK,NaN,NP-GMP-HighCH4
PRT,0.0035372477571911087,NP-GMP-HighCH4
PRY,0.011912881767042638,NP-GMP-HighCH4
PSE,0.008190931850031946,NP-GMP-HighCH4
QAT,0.012302800695051408,NP-GMP-HighCH4
REU,NaN,NP-GMP-HighCH4
ROU,-0.00705108636430174,NP-GMP-HighCH4
RUS,-0.062238873596450195,NP-GMP-HighCH4
RWA,0.007257076727180234,NP-GMP-HighCH4
SAU,0.01562208462758119,NP-GMP-HighCH4
SDN,0.009525040979913912,NP-GMP-HighCH4
SEN,0.009805283158520472,NP-GMP-HighCH4
SLB,0.004887150415515462,NP-GMP-HighCH4
SLE,0.013422439723044244,NP-GMP-HighCH4
SLV,0.005528989241376792,NP-GMP-HighCH4
SMR,-0.003365622448882055,NP-GMP-HighCH4
SOM,NaN,NP-GMP-HighCH4
SRB,-0.004022535173937247,NP-GMP-HighCH4
SSD,0.0069297066760736215,NP-GMP-HighCH4
STP,0.0036852589396592084,NP-GMP-HighCH4
SUR,0.008420157638994619,NP-GMP-HighCH4
